Customer ID,Current Base Fee,# of Users,SMS Reminders,Accounting Sync,Chemical Tracking,ePayments,L12M Revenue
412779,$50.00 ,6,N,N,N,Y,"$157,311.38 "
413761,$50.00 ,10,N,Y,N,Y,"$9,597.91 "
414787,$50.00 ,6,N,Y,N,Y,"$82,529.65 "
415483,$30.00 ,2,N,Y,N,Y,"$243,355.97 "
415979,$50.00 ,1,N,Y,Y,Y,"$73,400.29 "
417077,$30.00 ,2,N,Y,N,Y,"$115,711.07 "
419716,$50.00 ,7,Y,Y,N,N,"$379,350.27 "
419894,$50.00 ,7,N,N,N,N,"$487,989.46 "
420633,$50.00 ,8,N,Y,Y,Y,"$258,450.59 "
420695,$50.00 ,1,Y,Y,N,N,"$156,880.16 "
422491,$50.00 ,8,Y,N,N,N,"$391,342.77 "
422675,$50.00 ,3,N,N,N,N,"$28,453.09 "
422948,$50.00 ,1,N,N,N,Y,"$270,704.87 "
425495,$50.00 ,2,N,N,N,Y,"$44,465.18 "
425890,$50.00 ,10,N,Y,N,Y,"$174,149.26 "
426165,$30.00 ,1,Y,N,N,Y,"$27,618.87 "
426772,$50.00 ,8,N,N,Y,N,"$261,449.47 "
427890,$50.00 ,5,Y,Y,N,N,"$70,824.47 "
428341,$50.00 ,13,N,Y,N,N,"$94,036.25 "
429649,$50.00 ,6,Y,Y,N,N,"$412,160.27 "
430276,$30.00 ,2,N,Y,N,N,"$188,219.03 "
431106,$50.00 ,8,N,Y,Y,Y,"$320,608.18 "
431143,$30.00 ,2,N,N,Y,Y,"$240,365.49 "
434524,$50.00 ,3,Y,N,N,N,"$351,756.37 "
434647,$50.00 ,5,Y,Y,N,N,"$79,136.62 "
437488,$50.00 ,2,N,N,N,N,"$305,441.62 "
437859,$50.00 ,1,Y,Y,N,N,"$188,164.92 "
437956,$50.00 ,1,N,Y,N,N,"$199,103.99 "
438678,$50.00 ,19,Y,Y,N,Y,"$203,575.56 "
439378,$50.00 ,6,N,Y,Y,N,"$433,373.24 "
440487,$50.00 ,11,N,N,N,Y,"$417,585.88 "
441197,$50.00 ,8,N,Y,N,Y,"$405,527.60 "
442208,$50.00 ,1,N,Y,N,N,"$244,354.09 "
446330,$30.00 ,2,Y,N,N,Y,"$33,145.71 "
448751,$30.00 ,6,N,Y,N,Y,"$140,659.02 "
450267,$50.00 ,5,N,N,N,N,"$430,842.04 "
450661,$50.00 ,6,N,N,N,N,"$412,046.61 "
450712,$30.00 ,11,N,Y,N,Y,"$223,694.58 "
451731,$50.00 ,7,N,N,N,Y,"$365,505.63 "
452074,$30.00 ,5,N,N,N,Y,"$436,983.45 "
452290,$50.00 ,3,N,Y,N,Y,"$446,649.64 "
454519,$50.00 ,1,N,Y,N,N,"$418,221.71 "
455086,$50.00 ,1,N,N,N,N,"$126,564.49 "
455128,$50.00 ,8,Y,N,N,N,"$404,848.05 "
458119,$50.00 ,6,Y,N,N,N,"$306,617.61 "
458365,$30.00 ,11,N,Y,N,N,"$221,039.08 "
460707,$50.00 ,1,Y,Y,N,N,"$237,760.61 "
461170,$50.00 ,5,N,N,N,Y,"$487,713.46 "
463035,$50.00 ,1,N,Y,N,Y,"$465,844.01 "
465148,$50.00 ,6,N,Y,N,Y,"$77,308.87 "
465233,$50.00 ,8,Y,N,N,N,"$487,324.05 "
466088,$50.00 ,7,N,Y,N,N,"$169,305.76 "
467071,$50.00 ,8,N,Y,N,N,"$275,793.20 "
467139,$30.00 ,6,N,Y,Y,Y,"$30,128.71 "
468143,$50.00 ,19,Y,N,N,Y,"$439,335.32 "
471518,$30.00 ,1,N,Y,N,Y,"$129,166.88 "
471817,$50.00 ,3,N,Y,N,N,"$83,876.24 "
471861,$50.00 ,3,Y,Y,N,Y,"$376,123.48 "
473355,$50.00 ,1,Y,N,N,Y,"$17,928.72 "
475130,$50.00 ,19,N,N,N,Y,"$114,394.66 "
475611,$50.00 ,2,Y,Y,Y,N,"$406,385.20 "
477954,$50.00 ,8,Y,Y,N,Y,"$463,377.98 "
478294,$50.00 ,11,N,Y,N,Y,"$153,595.57 "
478911,$50.00 ,7,N,Y,N,N,"$22,522.01 "
479039,$50.00 ,8,N,N,N,N,"$185,657.53 "
479913,$50.00 ,8,Y,Y,N,N,"$396,828.12 "
480192,$50.00 ,2,N,N,N,Y,"$221,078.64 "
480394,$50.00 ,19,N,Y,N,Y,"$20,917.72 "
482626,$50.00 ,6,N,Y,Y,N,"$449,172.05 "
485803,$50.00 ,11,N,N,N,N,"$279,013.45 "
486123,$50.00 ,15,N,Y,N,Y,"$497,263.25 "
486427,$50.00 ,1,N,Y,N,Y,"$70,472.29 "
487512,$50.00 ,5,N,N,N,Y,"$439,803.36 "
488494,$50.00 ,2,Y,N,N,Y,"$147,374.17 "
488616,$50.00 ,2,N,Y,N,N,"$85,631.28 "
491379,$50.00 ,19,N,N,N,N,"$292,906.90 "
491908,$50.00 ,1,Y,N,N,N,"$47,338.15 "
495204,$50.00 ,1,N,N,N,N,"$40,940.09 "
498071,$30.00 ,8,N,Y,N,N,"$353,445.69 "
499780,$50.00 ,6,Y,N,N,Y,"$410,102.51 "
500315,$50.00 ,20,Y,N,N,Y,"$37,274.28 "
500389,$50.00 ,1,N,Y,N,Y,"$413,995.71 "
505262,$50.00 ,1,N,Y,N,Y,"$364,063.36 "
506760,$50.00 ,1,Y,Y,N,Y,"$451,632.72 "
506875,$50.00 ,3,N,Y,Y,Y,"$202,518.33 "
509641,$30.00 ,1,N,Y,N,Y,"$158,453.97 "
510329,$50.00 ,6,N,Y,N,Y,"$260,645.82 "
512364,$50.00 ,1,Y,Y,N,N,"$280,571.21 "
512907,$50.00 ,3,Y,Y,N,N,"$378,579.71 "
513025,$50.00 ,8,Y,Y,N,N,"$326,365.23 "
513663,$50.00 ,8,N,Y,N,Y,"$447,148.99 "
514234,$50.00 ,5,N,N,N,Y,"$284,119.65 "
514270,$50.00 ,1,Y,N,N,N,"$76,310.25 "
515025,$50.00 ,20,Y,Y,N,N,"$406,099.53 "
515358,$50.00 ,11,N,N,Y,Y,"$21,429.43 "
516118,$50.00 ,2,N,Y,Y,Y,"$331,504.18 "
516528,$30.00 ,3,N,Y,N,Y,"$371,130.49 "
516609,$50.00 ,2,N,N,N,Y,"$363,374.73 "
516684,$30.00 ,3,Y,N,N,Y,"$43,348.37 "
517165,$50.00 ,8,N,Y,Y,N,"$100,784.75 "
519417,$50.00 ,19,Y,N,N,Y,"$159,886.16 "
520319,$50.00 ,6,N,Y,N,N,"$426,223.22 "
520764,$50.00 ,7,N,Y,N,N,"$449,043.62 "
520900,$50.00 ,2,N,Y,N,N,"$436,635.93 "
522208,$30.00 ,1,N,N,N,Y,"$445,746.36 "
524156,$30.00 ,2,N,N,N,N,"$485,233.46 "
526159,$30.00 ,7,N,Y,N,Y,"$151,204.82 "
528778,$50.00 ,3,N,Y,N,N,"$278,290.43 "
528997,$50.00 ,1,N,N,N,Y,"$484,773.10 "
531718,$50.00 ,3,N,N,N,N,"$372,513.62 "
533029,$50.00 ,1,N,N,N,Y,"$477,360.49 "
535179,$50.00 ,2,Y,Y,N,N,"$161,501.20 "
535259,$30.00 ,7,Y,Y,N,N,"$17,808.97 "
535522,$30.00 ,5,N,Y,N,Y,"$393,175.22 "
539657,$50.00 ,3,Y,Y,N,N,"$246,990.40 "
540229,$50.00 ,7,N,N,N,N,"$342,563.39 "
540336,$50.00 ,8,N,Y,N,N,"$164,639.70 "
541219,$50.00 ,8,N,Y,N,N,"$25,374.67 "
541491,$50.00 ,7,N,Y,N,Y,"$131,756.70 "
542397,$30.00 ,2,Y,Y,N,N,"$204,498.16 "
546750,$50.00 ,7,N,Y,N,N,"$123,627.33 "
546998,$50.00 ,1,Y,Y,N,N,"$94,666.83 "
548224,$50.00 ,2,N,Y,N,Y,"$475,626.35 "
548588,$50.00 ,6,Y,N,N,Y,"$272,442.14 "
549353,$50.00 ,6,N,Y,N,Y,"$2,098.60 "
550466,$30.00 ,5,Y,Y,N,Y,"$246,376.10 "
550732,$50.00 ,1,N,Y,N,N,"$392,812.65 "
551243,$50.00 ,1,N,N,N,Y,"$74,254.42 "
551795,$50.00 ,7,Y,N,N,N,"$202,370.14 "
553581,$50.00 ,11,N,Y,N,N,"$257,308.62 "
555132,$30.00 ,1,N,Y,Y,N,"$109,262.67 "
556011,$50.00 ,6,N,Y,Y,Y,"$277,466.06 "
556294,$50.00 ,1,Y,N,N,Y,"$187,490.92 "
556574,$50.00 ,19,N,Y,N,N,"$396,074.20 "
557435,$50.00 ,7,N,N,Y,Y,"$418,334.36 "
560194,$50.00 ,11,N,Y,N,N,"$109,499.72 "
563379,$50.00 ,5,N,Y,N,Y,"$467,365.59 "
564358,$50.00 ,3,Y,N,N,N,"$61,617.32 "
564933,$50.00 ,19,Y,N,N,Y,"$384,554.77 "
564960,$50.00 ,3,N,N,N,N,"$317,188.74 "
566670,$50.00 ,6,N,Y,N,Y,"$448,991.38 "
567294,$50.00 ,1,N,N,Y,N,"$403,294.73 "
568161,$30.00 ,1,N,N,N,Y,"$265,485.22 "
568800,$50.00 ,19,N,Y,N,N,"$467,056.42 "
569592,$50.00 ,6,N,N,N,Y,"$413,115.35 "
569602,$50.00 ,2,Y,Y,N,Y,"$270,660.90 "
570641,$30.00 ,1,N,Y,Y,Y,"$120,092.26 "
572241,$30.00 ,1,Y,Y,Y,N,"$229,431.92 "
573068,$50.00 ,1,N,Y,Y,N,"$339,991.47 "
573252,$50.00 ,1,N,N,N,N,"$319,386.29 "
576275,$30.00 ,6,N,Y,N,Y,"$192,743.72 "
577206,$50.00 ,14,N,Y,N,Y,"$157,412.69 "
577986,$50.00 ,7,N,Y,N,N,"$495,385.88 "
581361,$50.00 ,11,N,Y,N,N,"$383,577.21 "
583002,$50.00 ,19,N,Y,N,Y,"$294,602.61 "
583067,$50.00 ,5,N,N,N,N,"$274,649.55 "
584428,$50.00 ,2,N,N,N,Y,"$382,982.58 "
585977,$30.00 ,19,N,Y,N,Y,"$431,954.54 "
588390,$50.00 ,1,N,Y,N,N,"$51,850.58 "
588636,$50.00 ,8,N,Y,N,N,"$177,111.88 "
589108,$50.00 ,2,N,Y,N,N,"$404,432.38 "
590243,$50.00 ,1,Y,Y,N,N,"$132,373.60 "
591277,$50.00 ,5,Y,Y,N,N,"$365,924.66 "
592748,$50.00 ,3,N,N,N,N,"$438,231.08 "
593541,$50.00 ,1,N,N,N,N,"$451,237.15 "
593809,$50.00 ,1,N,N,N,N,"$396,188.94 "
594496,$50.00 ,8,N,N,N,N,"$291,536.40 "
595529,$50.00 ,6,Y,Y,N,N,"$209,558.19 "
597285,$50.00 ,1,Y,Y,N,Y,"$482,335.61 "
597790,$50.00 ,2,Y,Y,N,Y,"$99,804.92 "
599483,$50.00 ,1,N,N,N,N,"$352,574.07 "
600849,$50.00 ,5,N,N,N,N,"$146,629.12 "
601342,$50.00 ,1,N,Y,N,Y,"$207,670.20 "
601937,$50.00 ,1,Y,Y,N,Y,"$403,636.10 "
603806,$50.00 ,2,Y,N,N,N,"$232,294.69 "
604070,$50.00 ,2,N,Y,N,N,"$323,767.19 "
605127,$50.00 ,6,Y,N,N,Y,"$490,069.31 "
605891,$50.00 ,2,N,Y,N,Y,"$117,253.75 "
607361,$50.00 ,7,Y,N,N,Y,"$158,543.35 "
610877,$50.00 ,8,Y,N,N,Y,"$311,768.92 "
611715,$30.00 ,8,Y,Y,N,N,"$52,627.64 "
613759,$50.00 ,1,Y,Y,N,Y,"$404,421.08 "
614526,$50.00 ,11,N,N,N,N,"$437,079.55 "
615962,$50.00 ,1,N,N,N,Y,"$325,191.62 "
619088,$50.00 ,1,N,Y,N,N,"$337,914.82 "
619302,$30.00 ,6,N,Y,N,N,"$202,284.64 "
621171,$50.00 ,6,Y,N,N,N,"$115,755.17 "
624376,$30.00 ,2,N,N,N,Y,"$436,043.92 "
628977,$50.00 ,3,Y,Y,Y,Y,"$359,546.79 "
631577,$50.00 ,3,Y,Y,N,N,"$326,067.60 "
631608,$50.00 ,2,Y,N,N,N,"$466,579.54 "
632525,$50.00 ,3,N,N,N,Y,"$456,899.01 "
632738,$50.00 ,19,N,N,N,Y,"$489,017.62 "
633134,$50.00 ,3,N,Y,N,Y,"$88,241.39 "
633506,$50.00 ,13,N,Y,Y,N,"$301,270.04 "
635561,$30.00 ,1,Y,Y,N,N,"$92,750.04 "
636123,$50.00 ,1,N,Y,N,Y,"$452,202.35 "
641520,$50.00 ,3,N,Y,N,Y,"$138,068.50 "
645588,$30.00 ,19,N,Y,N,N,"$331,683.37 "
646294,$50.00 ,8,N,N,N,Y,"$46,787.61 "
647373,$50.00 ,1,N,Y,Y,N,"$207,020.48 "
647508,$50.00 ,1,N,Y,N,N,"$331,223.78 "
647954,$30.00 ,1,N,N,N,N,"$458,555.39 "
648013,$30.00 ,1,N,Y,N,Y,"$38,215.52 "
648414,$50.00 ,5,N,Y,N,Y,"$304,739.17 "
649269,$50.00 ,10,Y,N,N,N,"$490,179.69 "
650791,$30.00 ,11,N,Y,N,Y,"$375,034.40 "
653833,$50.00 ,8,N,N,Y,N,"$135,128.62 "
654140,$30.00 ,2,N,N,N,Y,"$137,284.02 "
654253,$50.00 ,10,N,N,N,Y,"$256,160.14 "
656357,$50.00 ,8,Y,N,N,Y,"$265,176.71 "
658479,$50.00 ,1,Y,N,N,Y,"$17,114.62 "
659140,$50.00 ,6,N,Y,N,Y,"$368,399.38 "
659999,$50.00 ,6,Y,Y,N,N,"$415,410.99 "
661993,$30.00 ,20,N,Y,N,N,"$486,365.45 "
664160,$50.00 ,6,N,Y,N,Y,"$392,340.32 "
664432,$50.00 ,6,N,N,N,N,"$120,869.63 "
664936,$30.00 ,8,N,Y,N,N,"$282,503.20 "
667365,$30.00 ,13,N,N,N,Y,"$51,217.88 "
668311,$50.00 ,3,N,Y,N,Y,"$6,144.97 "
668986,$50.00 ,1,N,N,N,N,"$487,099.81 "
669030,$50.00 ,6,Y,N,N,N,"$44,084.06 "
670021,$30.00 ,8,Y,N,N,N,"$30,686.16 "
670262,$50.00 ,8,N,N,N,N,"$242,085.55 "
670922,$50.00 ,8,Y,Y,Y,Y,"$281,223.61 "
672691,$50.00 ,3,N,N,N,N,"$135,140.65 "
674493,$50.00 ,19,Y,Y,Y,N,"$414,959.66 "
675453,$50.00 ,19,Y,N,N,Y,"$118,086.22 "
676781,$50.00 ,2,N,N,Y,N,"$30,943.45 "
676888,$50.00 ,6,Y,N,N,Y,"$256,134.67 "
678948,$50.00 ,19,N,Y,N,N,"$165,654.25 "
678951,$50.00 ,11,Y,Y,Y,N,"$184,419.69 "
679825,$30.00 ,3,N,N,N,Y,"$467,002.27 "
682575,$50.00 ,19,N,N,N,N,"$243,900.50 "
683872,$30.00 ,6,N,N,N,Y,"$295,792.23 "
683907,$50.00 ,8,N,N,N,N,"$387,591.72 "
683978,$50.00 ,1,Y,N,Y,N,"$291,509.38 "
685319,$30.00 ,1,N,Y,N,Y,"$100,243.28 "
686859,$50.00 ,1,Y,Y,N,N,"$61,933.74 "
688676,$50.00 ,19,N,N,N,N,"$205,195.89 "
688723,$50.00 ,5,Y,Y,N,N,"$190,462.36 "
691610,$30.00 ,5,N,Y,N,N,"$89,325.46 "
692078,$30.00 ,2,Y,N,N,N,"$130,363.84 "
692435,$50.00 ,1,N,Y,N,N,"$400,086.51 "
694802,$50.00 ,10,N,Y,N,Y,"$96,403.22 "
695080,$50.00 ,8,Y,N,N,N,"$372,326.52 "
695133,$50.00 ,3,N,Y,N,N,"$19,793.04 "
695283,$50.00 ,19,Y,Y,N,Y,"$218,354.02 "
696679,$50.00 ,17,N,Y,Y,N,"$179,623.89 "
698882,$50.00 ,1,N,N,N,N,"$246,295.77 "
699128,$50.00 ,1,Y,Y,N,N,"$270,772.12 "
702954,$50.00 ,5,N,N,N,N,"$227,428.09 "
706274,$30.00 ,19,N,Y,N,Y,"$365,745.84 "
706314,$50.00 ,1,N,Y,N,N,"$330,941.70 "
706909,$50.00 ,6,N,N,N,N,"$355,972.11 "
707048,$50.00 ,10,N,N,N,Y,"$155,285.27 "
707591,$50.00 ,10,N,Y,N,N,"$413,971.26 "
707855,$50.00 ,2,N,Y,N,N,"$238,309.99 "
707862,$50.00 ,1,N,N,N,N,"$463,572.76 "
709211,$50.00 ,5,N,Y,N,N,"$94,003.73 "
709602,$50.00 ,10,N,N,N,Y,"$322,897.37 "
709651,$50.00 ,1,Y,Y,N,N,"$206,488.94 "
709799,$50.00 ,10,N,Y,N,Y,"$79,458.57 "
710925,$50.00 ,8,N,N,N,Y,"$465,059.57 "
711487,$50.00 ,2,N,Y,N,Y,"$121,009.83 "
711889,$50.00 ,1,Y,N,N,Y,"$37,752.01 "
714774,$50.00 ,1,N,Y,N,Y,"$256,922.14 "
715582,$50.00 ,1,N,Y,N,N,"$279,424.95 "
716506,$50.00 ,20,N,Y,N,N,"$66,905.65 "
716523,$50.00 ,6,N,Y,N,Y,"$16,851.75 "
717528,$50.00 ,14,N,Y,N,N,"$4,800.77 "
717662,$50.00 ,1,N,Y,N,Y,"$296,749.04 "
718044,$30.00 ,19,N,Y,N,N,"$373,407.13 "
719147,$50.00 ,6,N,Y,N,N,"$71,529.08 "
720068,$50.00 ,1,N,N,N,N,"$483,148.08 "
721109,$50.00 ,1,N,Y,N,Y,"$218,481.15 "
722037,$50.00 ,5,N,N,N,N,"$213,006.26 "
724149,$50.00 ,2,N,Y,N,Y,"$490,091.95 "
727792,$50.00 ,1,N,N,N,Y,"$455,779.12 "
729346,$30.00 ,19,N,N,Y,N,"$429,371.86 "
731378,$30.00 ,19,N,N,N,Y,"$120,769.37 "
732471,$50.00 ,1,N,Y,N,N,"$335,329.05 "
732755,$30.00 ,2,N,Y,N,Y,"$49,572.10 "
733432,$30.00 ,20,N,Y,N,Y,"$148,143.17 "
734469,$50.00 ,6,N,N,N,Y,"$260,649.15 "
735633,$50.00 ,2,N,Y,N,N,"$137,982.49 "
736449,$50.00 ,19,Y,Y,N,Y,"$429,035.60 "
736682,$50.00 ,3,N,N,N,N,"$64,741.39 "
737156,$50.00 ,10,N,N,N,Y,"$371,186.57 "
738031,$50.00 ,10,Y,Y,N,N,"$5,685.63 "
738053,$50.00 ,2,Y,N,N,Y,"$182,059.50 "
738402,$50.00 ,3,N,N,N,N,"$109,489.63 "
738661,$50.00 ,1,N,Y,N,N,"$448,885.44 "
740913,$30.00 ,1,N,N,N,Y,"$136,546.99 "
741163,$30.00 ,1,N,Y,N,Y,"$225,375.09 "
743571,$30.00 ,1,Y,Y,N,Y,"$20,431.38 "
743851,$50.00 ,5,Y,Y,Y,Y,"$318,027.87 "
745104,$50.00 ,10,N,Y,N,Y,"$82,594.94 "
745438,$30.00 ,1,N,Y,N,N,"$135,240.79 "
747467,$50.00 ,1,N,N,Y,N,"$188,773.32 "
747770,$50.00 ,10,Y,Y,Y,N,"$47,377.35 "
749698,$30.00 ,10,N,Y,N,N,"$27,150.40 "
750630,$50.00 ,10,N,N,N,N,"$97,610.47 "
752619,$50.00 ,11,Y,Y,N,N,"$30,935.01 "
753089,$50.00 ,5,Y,Y,N,Y,"$228,749.46 "
754093,$50.00 ,11,N,N,N,Y,"$63,657.32 "
754627,$30.00 ,3,Y,N,Y,Y,"$12,060.90 "
755823,$50.00 ,11,Y,Y,N,Y,"$97,190.00 "
756474,$30.00 ,10,N,Y,N,N,"$27,478.45 "
758777,$30.00 ,1,N,N,N,N,"$474,164.60 "
759276,$30.00 ,5,N,Y,N,N,"$146,504.82 "
759962,$50.00 ,10,N,N,N,Y,"$399,847.74 "
760195,$50.00 ,3,N,Y,N,N,"$107,259.50 "
762554,$50.00 ,2,N,Y,N,N,"$325,769.15 "
763516,$50.00 ,3,N,Y,N,N,"$232,370.58 "
765139,$50.00 ,1,N,N,N,N,"$81,826.53 "
767284,$50.00 ,5,N,Y,N,Y,"$456,990.47 "
768488,$50.00 ,1,N,N,Y,N,"$98,903.59 "
769541,$50.00 ,1,Y,Y,Y,N,"$351,181.34 "
770751,$50.00 ,1,N,Y,N,N,"$349,758.11 "
771538,$50.00 ,1,N,Y,N,N,"$76,801.89 "
771607,$50.00 ,1,Y,Y,N,N,"$406,609.82 "
771972,$50.00 ,8,N,Y,N,N,"$212,023.72 "
773973,$50.00 ,10,N,Y,N,Y,"$410,860.77 "
774283,$50.00 ,1,N,Y,N,N,"$393,790.99 "
774596,$50.00 ,10,N,Y,N,N,"$337,564.46 "
775348,$30.00 ,2,Y,Y,N,Y,"$434,672.64 "
775985,$50.00 ,1,N,Y,N,N,"$13,650.75 "
776388,$30.00 ,5,N,Y,N,Y,"$384,002.18 "
777129,$50.00 ,1,N,Y,N,Y,"$293,152.01 "
777374,$50.00 ,6,N,Y,N,Y,"$378,107.42 "
778273,$30.00 ,10,N,N,N,Y,"$176,764.69 "
781426,$50.00 ,1,Y,Y,N,N,"$233,648.73 "
781819,$50.00 ,1,N,Y,N,N,"$203,776.29 "
781950,$50.00 ,20,N,Y,N,N,"$256,922.19 "
783804,$30.00 ,1,Y,N,Y,N,"$26,442.83 "
785197,$50.00 ,11,N,N,N,N,"$251,671.67 "
785509,$50.00 ,8,Y,Y,N,N,"$283,413.16 "
787374,$50.00 ,10,Y,Y,N,N,"$337,669.05 "
789317,$30.00 ,15,N,N,N,Y,"$441,866.27 "
789473,$50.00 ,2,N,Y,Y,Y,"$74,630.37 "
789779,$50.00 ,2,Y,Y,N,Y,"$108,590.82 "
790780,$50.00 ,10,Y,Y,N,N,"$409,867.34 "
791580,$50.00 ,1,N,N,N,Y,"$325,401.71 "
792257,$30.00 ,3,N,N,Y,N,"$378,603.90 "
792834,$50.00 ,1,N,N,N,N,"$382,587.01 "
794636,$50.00 ,2,Y,N,N,Y,"$90,925.07 "
796391,$50.00 ,6,Y,Y,N,N,"$76,973.47 "
796591,$50.00 ,10,N,Y,N,Y,"$34,658.78 "
799348,$50.00 ,10,N,N,N,N,"$77,456.26 "
799835,$50.00 ,11,N,Y,N,N,"$259,312.83 "
801525,$50.00 ,20,N,Y,N,Y,"$285,570.66 "
801769,$50.00 ,1,Y,N,N,Y,"$370,414.73 "
801780,$30.00 ,8,N,N,N,Y,"$294,716.74 "
802160,$50.00 ,2,N,N,N,Y,"$477,874.04 "
803711,$50.00 ,1,N,Y,N,N,"$227,184.67 "
804138,$50.00 ,17,N,Y,N,N,"$220,000.13 "
804906,$50.00 ,1,Y,Y,N,Y,"$409,520.45 "
805419,$30.00 ,8,N,Y,N,Y,"$386,820.34 "
806129,$50.00 ,12,N,Y,N,Y,"$160,155.71 "
806922,$50.00 ,1,Y,N,N,N,"$339,098.75 "
809155,$50.00 ,1,N,Y,N,N,"$128,147.94 "
812230,$50.00 ,20,Y,Y,N,Y,"$340,930.50 "
815340,$50.00 ,5,N,Y,N,Y,"$122,870.45 "
815374,$50.00 ,1,N,Y,N,Y,"$77,911.70 "
816093,$50.00 ,10,N,Y,N,N,"$391,971.78 "
816215,$50.00 ,1,N,N,N,N,"$492,601.93 "
817037,$30.00 ,17,N,N,N,Y,"$300,743.60 "
817779,$50.00 ,8,Y,Y,N,Y,"$168,212.14 "
818102,$30.00 ,1,N,Y,N,N,"$347,600.97 "
818459,$50.00 ,15,N,Y,N,N,"$416,358.66 "
818979,$30.00 ,1,N,N,N,Y,"$352,716.04 "
819479,$50.00 ,1,Y,N,Y,N,"$433,481.32 "
819713,$50.00 ,8,N,Y,N,Y,"$494,152.44 "
821689,$50.00 ,11,Y,Y,N,Y,"$377,931.96 "
821771,$50.00 ,6,N,Y,N,Y,"$385,601.23 "
823183,$30.00 ,2,Y,Y,Y,Y,"$347,098.91 "
823384,$50.00 ,17,Y,Y,N,Y,"$222,614.72 "
824635,$50.00 ,4,N,Y,Y,N,"$139,770.94 "
824755,$30.00 ,1,N,Y,N,Y,"$66,217.50 "
826305,$30.00 ,4,N,Y,N,Y,"$53,360.96 "
828627,$50.00 ,8,Y,N,Y,N,"$221,717.89 "
828999,$50.00 ,6,N,Y,N,Y,"$423,564.85 "
830218,$30.00 ,10,Y,N,N,N,"$154,863.57 "
832001,$50.00 ,17,N,Y,N,Y,"$162,352.68 "
832671,$50.00 ,1,N,N,N,N,"$454,221.05 "
832941,$50.00 ,1,N,Y,Y,N,"$303,365.78 "
833257,$50.00 ,8,N,Y,N,Y,"$304,479.54 "
834305,$50.00 ,2,N,N,N,N,"$74,489.08 "
834928,$30.00 ,6,N,N,N,N,"$385,883.09 "
835854,$50.00 ,10,N,Y,N,N,"$167,105.95 "
836543,$50.00 ,1,N,Y,N,N,"$224,418.40 "
837595,$50.00 ,6,Y,Y,N,N,"$324,865.25 "
839252,$50.00 ,10,Y,N,N,Y,"$290,483.26 "
839301,$50.00 ,4,Y,N,N,Y,"$377,617.27 "
840323,$50.00 ,4,Y,Y,N,Y,"$173,068.55 "
841061,$30.00 ,1,Y,N,Y,N,"$332,721.22 "
841069,$50.00 ,5,N,N,N,Y,"$30,563.26 "
842676,$50.00 ,5,Y,N,N,N,"$211,047.64 "
843102,$30.00 ,1,N,Y,N,Y,"$315,363.20 "
843970,$30.00 ,4,Y,Y,N,Y,"$234,406.44 "
845488,$50.00 ,1,N,N,N,Y,"$67,455.09 "
846292,$50.00 ,4,N,N,Y,Y,"$100,170.85 "
847168,$50.00 ,10,N,Y,N,Y,"$167,492.66 "
847592,$50.00 ,10,N,Y,N,Y,"$48,478.76 "
850566,$50.00 ,8,N,Y,N,Y,"$496,315.85 "
850608,$50.00 ,6,N,N,N,N,"$365,195.77 "
852989,$50.00 ,1,N,Y,N,Y,"$467,539.40 "
853484,$30.00 ,6,Y,Y,Y,Y,"$464,381.24 "
854826,$50.00 ,1,Y,N,Y,N,"$58,436.35 "
855396,$50.00 ,4,Y,N,N,Y,"$1,477.56 "
856386,$50.00 ,2,N,Y,N,Y,"$403,090.22 "
857077,$30.00 ,1,N,Y,N,Y,"$384,846.75 "
857287,$50.00 ,2,Y,N,N,N,"$181,916.00 "
858115,$50.00 ,2,N,Y,N,Y,"$254,900.37 "
858175,$50.00 ,8,N,Y,Y,N,"$295,996.59 "
858387,$50.00 ,10,Y,Y,Y,N,"$212,599.16 "
858575,$50.00 ,4,Y,Y,N,N,"$238,092.26 "
859174,$50.00 ,1,N,Y,N,N,"$285,934.38 "
860067,$50.00 ,5,N,N,N,N,"$193,775.37 "
860310,$50.00 ,1,N,Y,N,N,"$261,332.32 "
860443,$50.00 ,8,N,Y,N,N,"$112,386.83 "
860499,$50.00 ,6,N,Y,N,Y,"$421,749.89 "
860595,$50.00 ,1,N,N,N,Y,"$198,132.99 "
861618,$50.00 ,5,N,Y,N,N,"$349,580.39 "
864817,$50.00 ,11,N,N,N,Y,"$467,615.20 "
867894,$50.00 ,4,N,Y,N,N,"$325,380.99 "
868188,$50.00 ,2,N,Y,N,Y,"$121,992.50 "
869187,$50.00 ,10,Y,N,N,N,"$103,624.79 "
872575,$50.00 ,8,Y,N,N,Y,"$312,126.16 "
873891,$50.00 ,2,N,Y,N,N,"$412,543.91 "
874808,$50.00 ,1,Y,Y,N,N,"$412,896.62 "
877115,$50.00 ,1,Y,Y,N,N,"$383,732.18 "
877638,$30.00 ,20,N,Y,N,N,"$381,319.65 "
877717,$30.00 ,5,Y,Y,N,N,"$193,083.09 "
878124,$50.00 ,5,Y,Y,N,Y,"$241,024.66 "
878280,$30.00 ,12,N,Y,N,N,"$236,041.78 "
879363,$50.00 ,1,N,Y,N,Y,"$73,501.26 "
879541,$50.00 ,8,Y,Y,N,N,"$120,354.45 "
881647,$50.00 ,10,N,Y,N,N,"$239,716.86 "
882778,$30.00 ,1,Y,Y,Y,N,"$5,628.05 "
884153,$50.00 ,15,N,Y,N,Y,"$348,465.33 "
